﻿Plant_ID,Type,Scientific_Name,Scientific_Name_With_Authors,Common_Name,Family,Genus,Species,Species_Author,Infraspecies,Infraspecies_Author,Native,Naturalized,CoC,Endemic,Persisting,Status_State,Status_US,nwpl_emp,nwpl_ncne,State_Rank,Global_Rank,Category,Habitat,Growth_Habit,Duration
79,Accepted Name,Sanicula trifoliata,Sanicula trifoliata E.P. Bicknell,"large-fruited sanicle, large-fruited snakeroot",Apiaceae,Sanicula,trifoliata,E.P. Bicknell,,,Y,,,N,Y,,,,,S5,G4,Vascular,,Forb/herb,Perennial
6370,Accepted Name,Sarracenia purpurea,Sarracenia purpurea L.,purple pitcherplant,Sarraceniaceae,Sarracenia,purpurea,L.,,,Y,,9,N,Y,,,OBL,OBL,SNR,,Vascular,Acidic to alkaline peatlands.,Herbaceous,Perennial
6276,Accepted Name,Sassafras albidum,Sassafras albidum (Nutt.) Nees,sassafras,Lauraceae,Sassafras,albidum,(Nutt.) Nees,,,Y,,4,N,Y,,,FACU,FACU,S5,,Vascular,"Mesic to dry forests, edges of forests, woodlands, talus slopes, bluffs, sand dunes, dry stream banks, pastures, hedge rows, successional fields, and road banks. Often in sandy or gravely soils.",Tree,Perennial
2892,Accepted Name,Saururus cernuus,Saururus cernuus L.,lizard’s tail,Saururaceae,Saururus,cernuus,L.,,,Y,,6,N,Y,,,OBL,OBL,S5,G5,Vascular,"Shallow water at edges of slow moving streams, edges of lakes, wet areas in bottomland and riparian forests, swamps, and swamp openings. Sometimes forming large dense populations.",Forb/herb,Perennial
2349,Accepted Name,Schizachne purpurascens,Schizachne purpurascens (Torr.) Swallen,false melic grass,Poaceae,Schizachne,purpurascens,(Torr.) Swallen,,,Y,,8,N,Y,,,FACU,FACU,S5,G5,Vascular,"Mesic to dry-mesic forested sites often in rocky, high pH well-drained soils.",Graminoid,Perennial
2187,Accepted Name,Schizachyrium scoparium var. scoparium,Schizachyrium scoparium (Michx.) Nash var. scoparium,little bluestem,Poaceae,Schizachyrium,scoparium,(Michx.) Nash,var. scoparium,,Y,,4,N,Y,,,FACU,FACU,S5,G5T5,Vascular,"Rocky summits, openings in woodlands and thin canopied forests, successional fields, roadsides, stream banks, and pine barrens. Generally in open dry sites.",Graminoid,Perennial
1116,Accepted Name,Schoenoplectiella purshiana var. purshiana,Schoenoplectiella purshiana (Fernald) Lye var. purshiana,weak-stalked bulrush,Cyperaceae,Schoenoplectiella,purshiana,(Fernald) Lye,var. purshiana,,Y,,6,N,Y,,,OBL,OBL,S3?,G4G5T4T5,Vascular,"Edges of pond, lakes, and large to medium sized rivers. Also known from fresh intertidal shores of the Hudson River. Smith (2002) states that this taxon grows in areas with relatively little water-level fluctuations but at least in NY it sometimes occurs in areas with large water fluctuations like along the tidal Hudson River.",Graminoid,Annual
1117,Accepted Name,Schoenoplectiella smithii var. smithii,Schoenoplectiella smithii (A. Gray) Hayas. var. smithii,Smith’s bulrush,Cyperaceae,Schoenoplectiella,smithii,(A. Gray) Hayas.,var. smithii,,Y,,10,N,Y,,,OBL,OBL,S3,G5?TNR,Vascular,Freshwater tidal habitats or areas with significant water fluctuation including edges of large lakes and rivers.,Graminoid,Annual
1102,Accepted Name,Schoenoplectus pungens var. pungens,Schoenoplectus pungens (Vahl) Palla var. pungens,three-square bulrush,Cyperaceae,Schoenoplectus,pungens,(Vahl) Palla,var. pungens,,Y,,6,N,Y,,,OBL,OBL,S5,G5,Vascular,"Edge of lakes, streams, rivers, and ponds; and marshes. In fresh to brackish water including inland salt marshes. Often in gravel, sand, or coarse soils.",Graminoid,Perennial
1119,Accepted Name,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani (C.C. Gmel.) Palla,soft-stemmed bulrush,Cyperaceae,Schoenoplectus,tabernaemontani,(C.C. Gmel.) Palla,,,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Emergent in marshes; edges of lakes, ponds, and slow-moving streams; fens; roadside ditches; and disturbed inundated soils. One of the most common Schoenoplectus in at least parts of New York, it grows in pristine rare habitats like rich fens as well as in disturbed areas. It usually is emergent from perennially inundated soils to sometimes only seasonally inundated soils.",Graminoid,Perennial
1122,Accepted Name,Scirpus atrocinctus,Scirpus atrocinctus Fernald,black-girdled wool grass,Cyperaceae,Scirpus,atrocinctus,Fernald,,,Y,,5,N,Y,,,FACW,OBL,S5,G5,Vascular,"Marshes, edges of streams and ponds, wet ditches, and wet logging roads. Soils are mostly at least perennially saturated but plants can sometimes be found in slightly drier situations.",Graminoid,Perennial
1123,Accepted Name,Scirpus atrovirens,Scirpus atrovirens Willd.,dark-green bulrush,Cyperaceae,Scirpus,atrovirens,Willd.,,,Y,,2,N,Y,,,OBL,OBL,S5,G5?,Vascular,"Marshes, openings in swamps, roadside ditches, and less frequently wet fields. Often but not always in somewhat wetter more native and less disturbed habitats than S. hattorianus.",Graminoid,Perennial
1124,Accepted Name,Scirpus cyperinus,Scirpus cyperinus (L.) Kunth,common wool grass,Cyperaceae,Scirpus,cyperinus,(L.) Kunth,,,Y,,4,N,Y,,,FACW,OBL,S5,G5,Vascular,"Marshes, edges of ponds, openings in swamps, wet fields, and wet ditches. Except perhaps in the northern parts of New York the most common of the wool grasses (S. atrocinctus, S. cyperinus, and S. pedicellatus).",Graminoid,Perennial
1125,Accepted Name,Scirpus expansus,Scirpus expansus Fernald,wood bulrush,Cyperaceae,Scirpus,expansus,Fernald,,,Y,,6,N,Y,,,OBL,OBL,S4,G4,Vascular,Marshes and seepage areas.,Graminoid,Perennial
1126,Accepted Name,Scirpus georgianus,Scirpus georgianus R.M. Harper,Georgia bulrush,Cyperaceae,Scirpus,georgianus,R.M. Harper,,,Y,,1,N,Y,Endangered-State,,OBL,OBL,S1S2,G5,Vascular,"Marshes, wet fields, and wet roadsides. Often grows in the drier parts of marshes and in slightly saturated or simply wet-mesic soils.",Graminoid,Perennial
1127,Accepted Name,Scirpus hattorianus,Scirpus hattorianus Makino,mosquito bulrush,Cyperaceae,Scirpus,hattorianus,Makino,,,Y,,1,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, fields, thickets, and roadside ditches. Most common in fields and disturbed sites. Does best in heavy or poorly drained soils that become seasonally saturated or slightly inundated including compacted soils of paths and dirt roads. More common in drier and more disturbed habitats than S. atrovirens.",Graminoid,Perennial
1114,Accepted Name,Scirpus pedicellatus,Scirpus pedicellatus Fernald,stalked wool grass,Cyperaceae,Scirpus,pedicellatus,Fernald,,,Y,,7,N,Y,,,OBL,OBL,S5,G4,Vascular,"Marshes, sedge meadows, edges of streams, and wet logging roads.",Graminoid,Perennial
1077,Accepted Name,Scirpus pendulus,Scirpus pendulus Muhl.,pendulous bulrush,Cyperaceae,Scirpus,pendulus,Muhl.,,,Y,,1,N,Y,,,OBL,OBL,S5,G5,Vascular,"Wet fields, roadsides ditches, and disturbed wet-mesic soils. Mostly in association with calcareous soils. Usually in only seasonally saturated or inundated soils.",Graminoid,Perennial
1078,Accepted Name,Scirpus polyphyllus,Scirpus polyphyllus Vahl,leafy bulrush,Cyperaceae,Scirpus,polyphyllus,Vahl,,,Y,,6,N,Y,,,OBL,OBL,S5,G5,Vascular,Marshes and openings in swamps.,Graminoid,Perennial
2909,Accepted Name,Scrophularia lanceolata,Scrophularia lanceolata Pursh,lance-leaved figwort,Scrophulariaceae,Scrophularia,lanceolata,Pursh,,,Y,,5,N,Y,,,FACU,FACU,S5,G5,Vascular,"Dry-mesic to mesic thin canopied forests, woodlands, and forest edges. Predominately in thin or well drained rocky soils.",Forb/herb,Perennial
6835,Accepted Name,Scrophularia marilandica,Scrophularia marilandica L.,carpenter’s square,Scrophulariaceae,Scrophularia,marilandica,L.,,,Y,,5,N,Y,,,FACU,FACU,S4,,Vascular,"Floodplain forests and thickets, banks of streams, gravel bars in streams, edges of dirt roads, and occasionally in mesic hardwood forests.",Herbaceous,Perennial
1764,Accepted Name,Scutellaria galericulata,Scutellaria galericulata L.,marsh skullcap,Lamiaceae,Scutellaria,galericulata,L.,,,Y,,6,N,Y,,,OBL,OBL,S5,G5,Vascular,"Openings in swamps, marshes, and edges of ponds and streams.",Forb/herb,Perennial
1753,Accepted Name,Scutellaria integrifolia,Scutellaria integrifolia L.,hyssop skullcap,Lamiaceae,Scutellaria,integrifolia,L.,,,Y,,10,N,Y,Endangered-State,,FACW,FACW,S1,G5,Vascular,,Forb/herb,Perennial
1718,Accepted Name,Scutellaria lateriflora,Scutellaria lateriflora L.,mad dog skullcap,Lamiaceae,Scutellaria,lateriflora,L.,,,Y,,7,N,Y,,,FACW,OBL,S5,G5,Vascular,"Seeps in forests, swamps, marshes, and edges of streams. Occurs in both shaded and unshaded wet habitats.",Forb/herb,Perennial
1731,Accepted Name,Scutellaria nervosa,Scutellaria nervosa Pursh,veined skullcap,Lamiaceae,Scutellaria,nervosa,Pursh,,,Y,,10,N,N,,,FAC,FAC,SX,G5,Vascular,,Forb/herb,Perennial
6257,Accepted Name,Selaginella apoda,Selaginella apoda (L.) C. Morren,meadow spikemoss,Selaginellaceae,Selaginella,apoda,(L.) C. Morren,,,Y,,6,N,Y,,,FACW,FACW,SNR,,Vascular,"Rich fens, seepages, wet utility rights-of-way, wet non-shaded thickets, and stream banks. Often where the adjacent herbaceous vegetation is thin.",Herbaceous,Perennial
6258,Accepted Name,Selaginella rupestris,Selaginella rupestris (L.) Spring,rock spikemoss,Selaginellaceae,Selaginella,rupestris,(L.) Spring,,,Y,,9,N,Y,,,,,S4,,Vascular,"Dry rock outcrops, ledges, and thin soil over bedrock.",Herbaceous,Perennial
1464,Accepted Name,Senna hebecarpa,Senna hebecarpa (Fernald) H.S. Irwin & Barneby,northern wild senna,Fabaceae,Senna,hebecarpa,(Fernald) H.S. Irwin & Barneby,,,Y,,4,N,Y,,,FAC,FACW,S4,G5,Vascular,"Edge of forests, thickets, roadsides, and disturbed soils.",Forb/herb,Perennial
439,Accepted Name,Sericocarpus asteroides,Sericocarpus asteroides (L.) Nees,toothed white-topped aster,Asteraceae,Sericocarpus,asteroides,(L.) Nees,,,Y,,6,N,Y,,,,,S5,G5,Vascular,"Open bluffs, thin forests, utility rights-of- way, and non-forested habitat in dry to dry-mesic thin soils.",Forb/herb,Perennial
2129,Accepted Name,Setaria parviflora,Setaria parviflora (Poir.) Kerguélen,knotroot foxtail,Poaceae,Setaria,parviflora,(Poir.) Kerguélen,,,Y,,8,N,Y,,,FAC,FAC,SNR,G5,Vascular,,Graminoid,Perennial
2707,Accepted Name,Sibbaldia tridentata,Sibbaldia tridentata (Aiton) Paule & Soják,three-toothed cinquefoil,Rosaceae,Sibbaldia,tridentata,(Aiton) Paule & Soják,,,Y,,8,N,Y,,,FACU,FACU,S4,G5,Vascular,"Alpine meadows, open rocky summits, rocky ridges, heath meadows, and forest openings. Prefers full sun and thin soils in rock outcrops. Fairly local in southern New York outside of the Catskill Mountains.",Forb/herb,
6407,Accepted Name,Sicyos angulatus,Sicyos angulatus L.,bur cucumber,Cucurbitaceae,Sicyos,angulatus,L.,,,Y,,5,N,Y,,,FACU,FACW,S5,,Vascular,"Bottomland forests and thickets, and pond margins. Occurs in deep rich mesic to wet-mesic forests. Similar habitat affinities to Echinocystis lobata.",Vine,Annual
774,Accepted Name,Silene antirrhina,Silene antirrhina L.,sleepy catchfly,Caryophyllaceae,Silene,antirrhina,L.,,,Y,,3,N,Y,,,,,S5,G5,Vascular,"Rocky summits, outcrops, and slopes; thin talus slopes, woodlands, roadsides, railroad edges, and disturbed soils. Mostly a plant of native dry rocky open habitats although also found in more disturbed non-native habitats. In dry years plants senesce early.",Forb/herb,Annual
763,Accepted Name,Silene stellata,Silene stellata (L.) W.T. Aiton,starry campion,Caryophyllaceae,Silene,stellata,(L.) W.T. Aiton,,,Y,,8,N,Y,,,,,S5,G5,Vascular,Thin deciduous forests and woodlands often on rocky slopes with dry to dry-mesic calcareous or mineral rich soils. A thin delicate herb mostly occurring in small populations in understories of thin forests. The adjacent herbaceous layer is usually not tall or dense but quite diverse.,Forb/herb,Perennial
6672,Accepted Name,Sisyrinchium angustifolium,Sisyrinchium angustifolium Mill.,narrow-leaved blue-eyed grass,Iridaceae,Sisyrinchium,angustifolium,Mill.,,,Y,,1,N,Y,,,FACW,FAC,S5,,Vascular,"Fields, pastures, thickets, successional shrub lands, and occasionally gaps and openings in forests. Mostly in fields in unshaded habitats.",Herbaceous,Perennial
1620,Accepted Name,Sisyrinchium montanum,Sisyrinchium montanum Greene,mountain blue-eyed grass,Iridaceae,Sisyrinchium,montanum,Greene,,,Y,,1,N,Y,,,FAC,FAC,S5,G5,Vascular,Fields and pastures.,Forb/herb,Perennial
72,Accepted Name,Sium suave,Sium suave Walter,hemlock water parsnip,Apiaceae,Sium,suave,Walter,,,Y,,6,N,Y,,,OBL,OBL,S5,G5,Vascular,"Standing water in swamps, edges and backwaters of streams, and channels through marshes.  This species can grow in deep water.  Leaves in deep water are finely dissected.",Forb/herb,Perennial
2987,Accepted Name,Smilax herbacea,Smilax herbacea L.,common carrion flower,Smilacaceae,Smilax,herbacea,L.,,,Y,,5,N,Y,,,FAC,FAC,S5,G5,Vascular,"Mesic forests, forest edges, and thickets. Plants in dense shade often are small and remain vegetative. Populations generally consist of only a few individuals or small patches.","Vine, Forb/herb",Perennial
2988,Accepted Name,Smilax hispida,Smilax hispida Raf.,bristly greenbrier,Smilacaceae,Smilax,hispida,Raf.,,,Y,,6,N,Y,,,FAC,FAC,S5,,Vascular,"Wet thickets, marshes, swamps, and mesic to wet forested sites. Populations are often relatively small in number.","Vine, Forb/herb",Perennial
6669,Accepted Name,Smilax rotundifolia,Smilax rotundifolia L.,common greenbrier,Smilacaceae,Smilax,rotundifolia,L.,,,Y,,4,N,Y,,,FAC,FAC,S5,,Vascular,In dry to wet forests and forest edges of a south affinity; dry thickets and roadsides. It does particularly well in warm successional forests where it can dominate the understory and climb into the canopy. This species often forms large impenetrable thickets.,Vine,Perennial
6879,Accepted Name,Solanum carolinense var. carolinense,Solanum carolinense L. var. carolinense,horse nettle,Solanaceae,Solanum,carolinense,L.,var. carolinense,,Y,,0,N,Y,,,FACU,FACU,S5,,Vascular,"Roadsides, disturbed sites, pastures, successional fields, cultivated ground, floodplain forests, and thickets.",Herbaceous,Perennial
3008,Accepted Name,Solanum emulans,Solanum emulans Raf.,eastern black nightshade,Solanaceae,Solanum,emulans,Raf.,,,Y,,0,N,Y,,,FACU,FACU,S5,G5,Vascular,"Waste places, disturbed soils, roadsides, cultivated ground, pastures, successional fields, thickets, thin soils on bedrock, and ledges.",Forb/herb,Annual
408,Accepted Name,Solidago altissima ssp. altissima,Solidago altissima L. ssp. altissima,tall goldenrod,Asteraceae,Solidago,altissima,L.,ssp. altissima,,Y,,1,N,Y,,,FACU,FACU,S5,,Vascular,"Successional fields, pastures, road banks, and disturbed soil. Sometimes occurring in disturbed soil in forested situations but clearly doing best in open areas. Forms dense patches in successional fields and is one of our most common goldenrods except in the northern part of the state.",Forb/herb,Perennial
282,Accepted Name,Solidago arguta,Solidago arguta Aiton,cut-leaved goldenrod,Asteraceae,Solidago,arguta,Aiton,,,Y,,6,N,Y,,,UPL,FACU,S5,G5,Vascular,"Dry-mesic to mesic deciduous forests often along the edge of trails, forest edges, and occasionally roadsides. Mainly in shaded dryish situations.",Forb/herb,Perennial
283,Accepted Name,Solidago bicolor,Solidago bicolor L.,silver rod,Asteraceae,Solidago,bicolor,L.,,,Y,,6,N,Y,,,,,S5,G5,Vascular,"Thin forests, woodlands and opening, edges of forests, roadside banks where the herbaceous vegetation is not tall or dense, and successional fields in dry to mesic often thin soils.  Does best without intense herbaceous competition.",Forb/herb,Perennial
284,Accepted Name,Solidago caesia var. caesia,Solidago caesia L. var. caesia,"blue-stemmed goldenrod, wreath goldenrod",Asteraceae,Solidago,caesia,L.,var. caesia,,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"Forested slopes, forest edges, forested road banks, and shale talus in mesic to a little drier soils. Occurring almost entirely in shaded situations Solidago caesia can be quite abundant at a site although it usually does not occur in dense stands. ",Forb/herb,Perennial
285,Accepted Name,Solidago canadensis var. canadensis,Solidago canadensis L. var. canadensis,Canada goldenrod,Asteraceae,Solidago,canadensis,L.,var. canadensis,,Y,,0,N,Y,,,FACU,FACU,S5,G5T5,Vascular,"Wet-mesic to dry-mesic successional fields, pastures, road banks, disturbed soil, clearings or openings in forests, and forests. In forested environments this species occurs in small numbers often in disturbed soils. It is a small somewhat less aggressive plant than S. altissima and prefers slightly wetter soils.",Forb/herb,Perennial
278,Accepted Name,Solidago flexicaulis,Solidago flexicaulis L.,zigzag goldenrod,Asteraceae,Solidago,flexicaulis,L.,,,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"Rich mesic forests, forested road banks, edges of forests, and thickets. Prefers deep calcareous soils. Solidago flexicaulis is an understory herb of mesic forested environments. In the northern parts of NY it is more restricted to rich forests while in the southern parts of NY it grows in a wider variety of soils although still prefers the richer sites.",Forb/herb,Perennial
261,Accepted Name,Solidago gigantea,Solidago gigantea Aiton,swamp goldenrod,Asteraceae,Solidago,gigantea,Aiton,,,Y,,3,N,Y,,,FACW,FACW,S5,G5,Vascular,"Swamps, wet forests, wet fields, and thickets. Solidago gigantea does best in saturated soils although it tolerates soils that are simply mesic, at least seasonally. It usually does not occur in dense stands.",Forb/herb,Perennial
262,Accepted Name,Solidago hispida,Solidago hispida Muhl. ex Willd.,hairy goldenrod,Asteraceae,Solidago,hispida,Muhl. ex Willd.,,,Y,,7,N,Y,,,,,S4,G5,Vascular,"Dry to dry-mesic rocky forested slopes and woodlands, edges of forests, and bluffs. Grows where the herbaceous vegetation is not dense or tall. ",Forb/herb,Perennial
266,Accepted Name,Solidago juncea,Solidago juncea Aiton,early goldenrod,Asteraceae,Solidago,juncea,Aiton,,,Y,,3,N,Y,,,,,S5,G5,Vascular,"Successional fields, edges of forests, woodlands, and road banks. Grows where the soils are thin. It does best in full light where the adjacent herbaceous vegetation is low in stature.",Forb/herb,Perennial
259,Accepted Name,Solidago macrophylla,Solidago macrophylla Banks ex Pursh,large-leaved goldenrod,Asteraceae,Solidago,macrophylla,Banks ex Pursh,,,Y,,9,N,Y,,,,,S4,G5,Vascular,"Clearings and openings in forests of a northern affinity, forests and forest edges, and ledges.  This is a northern plant occurring in our cooler and more northern areas it ascends to sub-alpine forests. It does particularly well in openings in forests but also grows well in undisturbed cool forested sites.",Forb/herb,Perennial
229,Accepted Name,Solidago nemoralis ssp. nemoralis,Solidago nemoralis Aiton ssp. nemoralis,gray goldenrod,Asteraceae,Solidago,nemoralis,Aiton,ssp. nemoralis,,Y,,3,N,Y,,,,,S5,G5,Vascular,"Woodlands, edges of forests, successional fields, bluffs, and road banks. Grows in dry to mesic thin poor soils but tends to do best in the drier sites. The adjacent herbaceous vegetation is thin and not tall.",Forb/herb,Perennial
269,Accepted Name,Solidago odora,Solidago odora Aiton,sweet goldenrod,Asteraceae,Solidago,odora,Aiton,,,Y,,6,N,Y,,,,,S4,G5,Vascular,"Roadsides, woodlands, and rocky openings. A more southern species occurring with us in only the more southern parts of NY.",Forb/herb,Perennial
271,Accepted Name,Solidago patula,Solidago patula Muhl. ex Willd.,rough-leaved goldenrod,Asteraceae,Solidago,patula,Muhl. ex Willd.,,,Y,,7,N,Y,,,OBL,OBL,S5,G5,Vascular,"Rich swamps, fens, seepage areas in forests, and marshes. Restricted to saturated or seasonally inundated soils. It does best in rich more open environments but also occurs in fairly well shaded swamps.",Forb/herb,Perennial
7040,Accepted Name,Solidago puberula,Solidago puberula Nutt.,downy goldenrod,Asteraceae,Solidago,puberula,Nutt.,,,Y,,6,N,Y,,,FACU,FACU,S4,,Vascular,"Acidic dry rocky ledges and outcrops, cracks and fissures in rocks, thin rocky slopes of forests, and roadsides.",Herbaceous,Perennial
406,Accepted Name,Solidago rugosa var. rugosa,Solidago rugosa Mill. var. rugosa,common wrinkle-leaved goldenrod,Asteraceae,Solidago,rugosa,Mill.,var. rugosa,,Y,,1,N,Y,,,FAC,FAC,S5,G5T5,Vascular,"Successional fields, pastures, wet to mesic forests, swamps, and roadsides. A common widespread species it can form dense large patches in fields. It prefers at least slightly wetter than mesic soils although it grows in mesic conditions as well.",Forb/herb,Perennial
193,Accepted Name,Solidago speciosa,Solidago speciosa Nutt.,showy goldenrod,Asteraceae,Solidago,speciosa,Nutt.,,,Y,,5,N,Y,,,,,S4,G5,Vascular,Successional fields and edges of forests in sandy soil.,Forb/herb,Perennial
194,Accepted Name,Solidago squarrosa,Solidago squarrosa Muhl.,stout goldenrod,Asteraceae,Solidago,squarrosa,Muhl.,,,Y,,7,N,Y,,,,,S5,G4?,Vascular,"Thin dry forests and woodlands (including alvar and limestone types), shale and fine talus slopes, and roadsides.",Forb/herb,Perennial
203,Accepted Name,Solidago uliginosa,Solidago uliginosa Nutt.,bog goldenrod,Asteraceae,Solidago,uliginosa,Nutt.,,,Y,,8,N,Y,,,OBL,OBL,SNR,G4G5T4T5,Vascular,"Open to partially forested wet peatlands from rich fens and swamps to more acidic ""bogs"". Usually not in mineral soil swamps or marshes but restricted to the more unique peatland environments.",Forb/herb,Perennial
197,Accepted Name,Solidago ulmifolia var. ulmifolia,Solidago ulmifolia Muhl. ex Willd. var. ulmifolia,elm-leaved goldenrod,Asteraceae,Solidago,ulmifolia,Muhl. ex Willd.,var. ulmifolia,,Y,,7,N,Y,,,,,S5,G5,Vascular,"Usually dry to occasionally more mesic rocky deciduous forests, woodlands, forest edges, and bluffs. Mostly a forest or woodland species. Perhaps preferring calcareous soils.",Forb/herb,Perennial
2748,Accepted Name,Sorbus americana,Sorbus americana Marshall,American mountain ash,Rosaceae,Sorbus,americana,Marshall,,,Y,,8,N,Y,,,FACU,FAC,S5,G5,Vascular,"Cool northern coniferous to hardwood forests, sub-alpine forests, forest edges and openings, open rocky ridges and summits, and talus slopes. Fairy common and widespread in the cooler and northern parts of New York. Less common and more of a habitat specialist in the southern and warmer parts of the state. Seedlings and perhaps very young saplings can be quite common in a variety of forested habitats in some parts of southern New York but mostly do not appear to survive for more than a few year.","Tree, Shrub",Perennial
2729,Accepted Name,Sorbus decora,Sorbus decora (Sarg.) C.K. Schneid.,northern mountain ash,Rosaceae,Sorbus,decora,(Sarg.) C.K. Schneid.,,,Y,,9,N,Y,,, ,FACU,S5,G4G5,Vascular,"Cool northern coniferous to hardwood forests, sub-alpine forests, forest edges and openings, open rocky ridges and summits, and talus slopes. Often in cooler and higher elevation sites than Sorbus americana. Sometimes cultivated and perhaps also naturalizing from these plantings.","Tree, Shrub",Perennial
2225,Accepted Name,Sorghastrum nutans,Sorghastrum nutans (L.) Nash,Indian grass,Poaceae,Sorghastrum,nutans,(L.) Nash,,,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,"Ice and river scour shores of large rivers, roadsides, occasionally in fens, and open thickets.",Graminoid,Perennial
3013,Accepted Name,Sparganium americanum,Sparganium americanum Nutt.,American bur-reed,Typhaceae,Sparganium,americanum,Nutt.,,,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Edges of lakes, ponds, and slow moving streams; channels in swamps, marshes, and rich fens; and marshes. This species generally occurs in shallow water on mucky soils.",Forb/herb,Perennial
3016,Accepted Name,Sparganium angustifolium,Sparganium angustifolium Michx.,narrow-leaved bur-reed,Typhaceae,Sparganium,angustifolium,Michx.,,,Y,,6,N,Y,,,OBL,OBL,SNR,G5,Vascular,,Forb/herb,Perennial
6689,Accepted Name,Sparganium chlorocarpum,Sparganium chlorocarpum Rydb.,green-fruited bur-reed,Typhaceae,Sparganium,chlorocarpum,Rydb.,,,Y,,4,N,Y,,,OBL,OBL,S5,,Vascular,"Edges of lakes, ponds, and slow moving streams; channels in swamps, marshes, and rich fens; and marshes. This species generally occurs in shallow water on mucky soils.",Herbaceous,Perennial
3015,Accepted Name,Sparganium eurycarpum,Sparganium eurycarpum Engelm. ex A. Gray,giant bur-reed,Typhaceae,Sparganium,eurycarpum,Engelm. ex A. Gray,,,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Edges of lakes, ponds, and slow moving streams; channels in swamps, marshes, and peatlands; and marshes. This species grows in shallow water and is often associated with large extensive marshes.",Forb/herb,Perennial
2331,Accepted Name,Sphenopholis intermedia,Sphenopholis intermedia (Rydb.) Rydb.,slender wedge grass,Poaceae,Sphenopholis,intermedia,(Rydb.) Rydb.,,,Y,,6,N,Y,,,FAC,FAC,S5,G5,Vascular,"Rich mesic to dry-mesic forests, fens and marshes. Perhaps more common in high pH sites. Populations are often small with plants widely scattered.",Graminoid,
2213,Accepted Name,Sphenopholis nitida,Sphenopholis nitida (Biehler) Scribn.,shiny wedge grass,Poaceae,Sphenopholis,nitida,(Biehler) Scribn.,,,Y,,8,N,Y,,,FAC,UPL,S5,G5,Vascular,,Graminoid,Perennial
2192,Accepted Name,Sphenopholis obtusata,Sphenopholis obtusata (Michx.) Scribn.,prairie wedge grass,Poaceae,Sphenopholis,obtusata,(Michx.) Scribn.,,,Y,,7,N,Y,Endangered-State,,FAC,FAC,S1,G5T5,Vascular,,Graminoid,
2196,Accepted Name,Sphenopholis pensylvanica,Sphenopholis pensylvanica (L.) Hitchc.,swamp oats,Poaceae,Sphenopholis,pensylvanica,(L.) Hitchc.,,,Y,,9,N,Y,Endangered-State,,OBL,OBL,S1,G4,Vascular,,Graminoid,Perennial
1876,Accepted Name,Spinulum annotinum,Spinulum annotinum (L.) A. Haines,common bristly clubmoss,Lycopodiaceae,Spinulum,annotinum,(L.) A. Haines,,,Y,,5,N,Y,,,FAC,FAC,S5,G5T5?,Vascular,Dry to mesic forests and forest edges. It does well in successional forests. It often grows in cool shaded sites but is not restricted to such habitats and ascends into the sub-alpine and alpine zones.,Herbaceous,Perennial
2732,Accepted Name,Spiraea alba var. latifolia,Spiraea alba Du Roi var. latifolia (Aiton) Dippel,broad-leaved meadowsweet,Rosaceae,Spiraea,alba,Du Roi,var. latifolia,(Aiton) Dippel,Y,,4,N,Y,,,FACW,FACW,S5,G5T5,Vascular,"Streamside meadows, swamps, wet forests, marshes, peatlands, wet thickets, forest openings, ditches, and thin soil over bedrock on exposed open rocky summits.",Shrub,Perennial
2688,Accepted Name,Spiraea tomentosa,Spiraea tomentosa L.,steeplebush,Rosaceae,Spiraea,tomentosa,L.,,,Y,,4,N,Y,,,FACW,FACW,S5,G5,Vascular,"Streamside meadows, wet thickets, ditches, peatlands, swamps, and marshes.",Shrub,Perennial
6658,Accepted Name,Spiranthes cernua,Spiranthes cernua (L.) Rich.,nodding ladies’ tresses,Orchidaceae,Spiranthes,cernua,(L.) Rich.,,,Y,,2,N,Y,,,FACW,FACW,S4,,Vascular,,Herbaceous,Perennial
1992,Accepted Name,Spiranthes lacera var. lacera,Spiranthes lacera (Raf.) Raf. var. lacera,northern slender ladies’ tresses,Orchidaceae,Spiranthes,lacera,(Raf.) Raf.,var. lacera,,Y,,5,N,Y,,,FACU,FAC,S4,G5T5,Vascular,,Forb/herb,Perennial
6657,Accepted Name,Spiranthes lucida,Spiranthes lucida (H.H. Eaton) Ames,shining ladies’ tresses,Orchidaceae,Spiranthes,lucida,(H.H. Eaton) Ames,,,Y,,4,N,Y,,,FACW,FACW,S5,,Vascular,Rich fens and calcareous seepy habitats with thin soils. Does well in or on the edges of rivulets through fens which have marly rocky soils.,Herbaceous,Perennial
2017,Accepted Name,Spiranthes ochroleuca,Spiranthes ochroleuca (Rydb.) Rydb.,yellow ladies’ tresses,Orchidaceae,Spiranthes,ochroleuca,(Rydb.) Rydb.,,,Y,,7,N,Y,,,,,S5,G4,Vascular,Dry to dry-mesic oak dominated forests and woodlands.,Forb/herb,Perennial
